"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","Accuracy","Kappa","AccuracySD","KappaSD"
"342",0.3,18,0.1,0.75,1,0.5,210,0.818910484122574,0.62166765466514,0.0133779104665694,0.0272808454580714
"344",0.3,18,0.1,0.75,1,1,210,0.827122457531865,0.638617443109477,0.0124089251614984,0.0255179615312114
"346",0.3,18,0.1,0.75,2,0.5,210,0.817404524704807,0.61868613083964,0.0128423728554466,0.0269594595472973
"348",0.3,18,0.1,0.75,2,1,210,0.823973577759405,0.631988399783803,0.0112879922270082,0.0233749711141499
"350",0.3,18,0.1,1,0,0.5,210,0.826335430299622,0.636893338326509,0.0117190709357099,0.0242422013081832
"352",0.3,18,0.1,1,0,1,210,0.825480308814302,0.63515774689735,0.0110092232828081,0.0224380380861009
"354",0.3,18,0.1,1,1,0.5,210,0.822503668081172,0.629235713249087,0.0125388167088026,0.0260871942345742
"356",0.3,18,0.1,1,1,1,210,0.82643799497938,0.637311195309834,0.0112377000140548,0.0232647867285657
"358",0.3,18,0.1,1,2,0.5,210,0.820175090669617,0.62421915380188,0.0126968441071931,0.0260163576101601
"360",0.3,18,0.1,1,2,1,210,0.825889195794119,0.63627071318873,0.0121314321441992,0.024951453495516
"506",1,18,0,0.75,0,0.5,210,0.805463669734835,0.592541235653143,0.012166509154598,0.025138657503804
"508",1,18,0,0.75,0,1,210,0.822606057257676,0.628833966334908,0.0124258942312528,0.0257720989617299
"510",1,18,0,0.75,1,0.5,210,0.792218893107641,0.566968875382637,0.0149879090016038,0.0314585808230852
"512",1,18,0,0.75,1,1,210,0.816788473393499,0.617593362093897,0.0134575236921867,0.0281592858018618
"514",1,18,0,0.75,2,0.5,210,0.787666652038389,0.556880419544239,0.0121969442215979,0.0247965664737306
"516",1,18,0,0.75,2,1,210,0.810456526319437,0.604011203749983,0.0122593278383755,0.0259255953878238
"518",1,18,0,1,0,0.5,210,0.812613355956479,0.608185746458446,0.0160660413758632,0.0335180339903303
"520",1,18,0,1,0,1,210,0.829380973322297,0.643708607304172,0.0129660311641023,0.0269953834253399
"522",1,18,0,1,1,0.5,210,0.796769447541906,0.575801195384103,0.0113301511379167,0.0232615357576373
"524",1,18,0,1,1,1,210,0.821545104111219,0.627421363476687,0.0129392920350741,0.0271943692574275
"526",1,18,0,1,2,0.5,210,0.793210555765059,0.568587567792191,0.011856657920335,0.0242971633014859
"528",1,18,0,1,2,1,210,0.816719500974801,0.617738373377659,0.0105095739721173,0.0215642051404438
"530",1,18,0.01,0.75,0,0.5,210,0.799473882437025,0.581201651812197,0.0123098200931863,0.0260645867780486
"532",1,18,0.01,0.75,0,1,210,0.817575289588939,0.618351724614713,0.0127728185949646,0.0264560780579838
"534",1,18,0.01,0.75,1,0.5,210,0.794956075539415,0.571923194914863,0.0124865647306014,0.0262440510833956
"536",1,18,0.01,0.75,1,1,210,0.815418354794243,0.614544694891336,0.0128500935909981,0.0268044701698174
"538",1,18,0.01,0.75,2,0.5,210,0.786776604683715,0.555235552831248,0.0130956875135535,0.0269414479827412
"540",1,18,0.01,0.75,2,1,210,0.813707828781766,0.611155910582058,0.0128201978732299,0.0261068473232867
"542",1,18,0.01,1,0,0.5,210,0.807958903017713,0.598792644272949,0.010483678829179,0.0215732274927057
"544",1,18,0.01,1,0,1,210,0.821851741234898,0.628128980210342,0.0136672430065796,0.0283300859494509
"546",1,18,0.01,1,1,0.5,210,0.796152060457823,0.57373015221656,0.0126980058805637,0.0265349953109821
"548",1,18,0.01,1,1,1,210,0.820414686631903,0.624788761091762,0.0128953939827742,0.0267038467001507
"550",1,18,0.01,1,2,0.5,210,0.793040107147533,0.568480795345986,0.0108173039929935,0.0229036100145938
"552",1,18,0.01,1,2,1,210,0.815692736367577,0.615284284072082,0.0102706738146009,0.0211387186583787
"554",1,18,0.1,0.75,0,0.5,210,0.795983227336041,0.574351027866389,0.00950246451219591,0.0201522114404503
"556",1,18,0.1,0.75,0,1,210,0.809567286207589,0.601950830665157,0.0130750946523552,0.0265519535593192
"558",1,18,0.1,0.75,1,0.5,210,0.790713179105834,0.563192274088799,0.0126991478141674,0.0267636035763998
"560",1,18,0.1,0.75,1,1,210,0.812271756924853,0.607829988528868,0.0114175966605633,0.0237884787092708
"562",1,18,0.1,0.75,2,0.5,210,0.7859562681601,0.55318478327526,0.0117559023502554,0.024593895641255
"564",1,18,0.1,0.75,2,1,210,0.812237217018361,0.608040079804054,0.0112927820876691,0.0231503692481726
"566",1,18,0.1,1,0,0.5,210,0.799198516674622,0.580411074470484,0.0145780056783685,0.0308660566824952
"568",1,18,0.1,1,0,1,210,0.813468935048951,0.610219840997617,0.0125200544840717,0.0260885037978266
"570",1,18,0.1,1,1,0.5,210,0.799609685341061,0.581539758259596,0.0140934510086315,0.0304648922366548
"572",1,18,0.1,1,1,1,210,0.813161277697611,0.609972683176704,0.0138810110584464,0.0285136008818052
"574",1,18,0.1,1,2,0.5,210,0.791705193924153,0.565648876067421,0.0112742428108385,0.0235238660387785
"576",1,18,0.1,1,2,1,210,0.810732592940473,0.604708546894256,0.0114450755903941,0.0234016651547954
"146",0.05,22,0,0.75,0,0.5,210,0.828560672765125,0.640976798891213,0.0134097574523,0.0279241425917394
"148",0.05,22,0,0.75,0,1,210,0.82698584659136,0.637567411959447,0.011502396949029,0.0239572016302746
"150",0.05,22,0,0.75,1,0.5,210,0.829073211679094,0.64232351821553,0.0131833958433738,0.0271124472685233
"152",0.05,22,0,0.75,1,1,210,0.82961955237579,0.643649124403037,0.0130440258797111,0.0267560267203418
"154",0.05,22,0,0.75,2,0.5,210,0.827602353922535,0.63927723449158,0.0113474979295471,0.0230703988253344
"156",0.05,22,0,0.75,2,1,210,0.830030897555575,0.64435176091886,0.0118441060095195,0.0246465094654597
"158",0.05,22,0,1,0,0.5,210,0.833624468126381,0.651954918748998,0.0105601198642847,0.0216047561614232
"160",0.05,22,0,1,0,1,210,0.826335324925519,0.636862967811901,0.0117804865188614,0.0246964390777745
"162",0.05,22,0,1,1,0.5,210,0.833419234835748,0.651539820199639,0.0121885965080952,0.0249995853492889
"164",0.05,22,0,1,1,1,210,0.827019261328983,0.638232966394598,0.0137064832917572,0.0284024369481386
"166",0.05,22,0,1,2,0.5,210,0.830886089602944,0.646348209531782,0.0117470963484561,0.0242275835604734
"168",0.05,22,0,1,2,1,210,0.825992672585762,0.63633405882417,0.0108212875606191,0.0223909563174919
"170",0.05,22,0.01,0.75,0,0.5,210,0.830441822032592,0.64511885413162,0.0120971920090472,0.0255077838329105
"172",0.05,22,0.01,0.75,0,1,210,0.827019472798682,0.637714938904917,0.0125007582375123,0.0264604501153771
"174",0.05,22,0.01,0.75,1,0.5,210,0.828800165157041,0.64161263941711,0.0109920355466949,0.0224157125719694
"176",0.05,22,0.01,0.75,1,1,210,0.82787526148497,0.639899346632308,0.0111829070179717,0.0228879299210648
"178",0.05,22,0.01,0.75,2,0.5,210,0.827087953952563,0.638049345905285,0.0107837267277554,0.0224660606047463
"180",0.05,22,0.01,0.75,2,1,210,0.830098957357345,0.644463391777151,0.0121870925920094,0.0255662237549608
"182",0.05,22,0.01,1,0,0.5,210,0.834582505225821,0.654081745939753,0.0122793100084645,0.0251634543756812
"184",0.05,22,0.01,1,0,1,210,0.826438240611789,0.637044079391498,0.0110850551867726,0.0228970188958981
"186",0.05,22,0.01,1,1,0.5,210,0.831330710416436,0.647239711783333,0.0118361425583104,0.0243154586823436
"188",0.05,22,0.01,1,1,1,210,0.826882508759335,0.637999440480969,0.0121742617167021,0.0251381441614065
"190",0.05,22,0.01,1,2,0.5,210,0.830133742968393,0.64486941045132,0.0122953001959138,0.0253263226452425
"192",0.05,22,0.01,1,2,1,210,0.82664270147165,0.637528321657802,0.0111587996175616,0.0229357562348484
"194",0.05,22,0.1,0.75,0,0.5,210,0.828526309083383,0.640982257814182,0.0116757509747446,0.0242799095023757
"196",0.05,22,0.1,0.75,0,1,210,0.827055064714616,0.638045110446304,0.0145586417005469,0.0305412684223607
"198",0.05,22,0.1,0.75,1,0.5,210,0.826883914300516,0.63762526091862,0.0114534913783862,0.0236030316285119
"200",0.05,22,0.1,0.75,1,1,210,0.828012364267487,0.640060480834683,0.0134334345103625,0.027978900334661
"202",0.05,22,0.1,0.75,2,0.5,210,0.828491207855071,0.64124864008877,0.0107805046757785,0.0227039162343388
"204",0.05,22,0.1,0.75,2,1,210,0.828764711695679,0.641622482291946,0.0109907397974991,0.0227647361887
"206",0.05,22,0.1,1,0,0.5,210,0.832906379510873,0.650648019066187,0.0120619195126151,0.0248848477585016
"208",0.05,22,0.1,1,0,1,210,0.825993269008234,0.635787016614618,0.011546275353809,0.0239610604015905
"210",0.05,22,0.1,1,1,0.5,210,0.832049817383722,0.648640861673037,0.0112367773074785,0.0229031601323786
"212",0.05,22,0.1,1,1,1,210,0.826950885116308,0.638125699169143,0.0126098046953571,0.0261642401857244
"214",0.05,22,0.1,1,2,0.5,210,0.829962205364891,0.644431131865427,0.0126314380980185,0.0263768581446246
"216",0.05,22,0.1,1,2,1,210,0.827327023405082,0.638912761096902,0.01206627798892,0.0246203988756402
"362",0.3,22,0,0.75,0,0.5,210,0.825241168006092,0.634424430084541,0.0118190376941435,0.0243445139557544
"364",0.3,22,0,0.75,0,1,210,0.828148871565473,0.640221357128923,0.011449415356784,0.0237547314172879
"366",0.3,22,0,0.75,1,0.5,210,0.818532870019168,0.62068919449002,0.0143920528318032,0.0296536008090723
"368",0.3,22,0,0.75,1,1,210,0.827498245319172,0.639234252892044,0.0111883708384847,0.0230695874139824
"370",0.3,22,0,0.75,2,0.5,210,0.817403296542764,0.618437880929859,0.0116831979189129,0.0237881568389235
"372",0.3,22,0,0.75,2,1,210,0.825479571051285,0.635797556403411,0.0113496759948935,0.0235480914514197
"374",0.3,22,0,1,0,0.5,210,0.830134094119203,0.644675710285142,0.0117100111309392,0.0239998537451529
"376",0.3,22,0,1,0,1,210,0.830373339796471,0.645011750966483,0.0124584963008215,0.0259247823547916
"378",0.3,22,0,1,1,0.5,210,0.823665288596345,0.631756679048086,0.012050836952271,0.024884451062386
"380",0.3,22,0,1,1,1,210,0.82941491644557,0.643543350302748,0.0106964475951315,0.0222371424051947
"382",0.3,22,0,1,2,0.5,210,0.82335938743195,0.631445395809411,0.0113768339330051,0.0231334690616815
"384",0.3,22,0,1,2,1,210,0.828421743305764,0.641580920438859,0.0126238037334518,0.026136992395176
"386",0.3,22,0.01,0.75,0,0.5,210,0.825411722214169,0.6350015912371,0.011371497316319,0.0234681278534212
"388",0.3,22,0.01,0.75,0,1,210,0.828834070943034,0.642131012043115,0.0116155678293999,0.0240427936715248
"390",0.3,22,0.01,0.75,1,0.5,210,0.81904758805948,0.621767529905044,0.0137508250765224,0.0285329162644442
"392",0.3,22,0.01,0.75,1,1,210,0.826472252709825,0.637442780799924,0.0114370120448949,0.0237739523097184
"394",0.3,22,0.01,0.75,2,0.5,210,0.817677257413331,0.618981621188309,0.0101532424580656,0.0206104683700736
"396",0.3,22,0.01,0.75,2,1,210,0.824520621118467,0.633107607964482,0.0123166302119158,0.0255934837352774
"398",0.3,22,0.01,1,0,0.5,210,0.831228004684728,0.647153383456693,0.0143280445598405,0.0294130233354481
"400",0.3,22,0.01,1,0,1,210,0.830954922340531,0.646241569309407,0.0120922224311569,0.0248769833795737
"402",0.3,22,0.01,1,1,0.5,210,0.824214474105216,0.632878014335513,0.013636252975339,0.0286154653715301
"404",0.3,22,0.01,1,1,1,210,0.830270565450747,0.645357330015466,0.0122013799675718,0.0252455824971168
"406",0.3,22,0.01,1,2,0.5,210,0.820825890904038,0.625537904280123,0.0125785518931664,0.0260272575484207
"408",0.3,22,0.01,1,2,1,210,0.827497858995562,0.63959802203177,0.00996596489789647,0.0203020928914535
"410",0.3,22,0.1,0.75,0,0.5,210,0.819286236304185,0.622209726415733,0.0116388241942486,0.0239935826812559
"412",0.3,22,0.1,0.75,0,1,210,0.824726837948826,0.633474061060844,0.0118744275440482,0.0244985042228522
"414",0.3,22,0.1,0.75,1,0.5,210,0.819730786699927,0.623487926484681,0.0098148967746279,0.0200031638960084
"416",0.3,22,0.1,0.75,1,1,210,0.824315599008935,0.632782780748236,0.0127087369564231,0.0265305553539924
"418",0.3,22,0.1,0.75,2,0.5,210,0.814323704734116,0.612406841340354,0.0109276291477887,0.0224869297324679
"420",0.3,22,0.1,0.75,2,1,210,0.824589383294006,0.633614765524397,0.0113274311466041,0.0232858358298163
"422",0.3,22,0.1,1,0,0.5,210,0.827464337729446,0.639565882798245,0.011659663077752,0.0241873949280557
"424",0.3,22,0.1,1,0,1,210,0.824487802803315,0.632880817162954,0.00956567417126193,0.0196167078710002
"426",0.3,22,0.1,1,1,0.5,210,0.824350980465261,0.633303302383697,0.0135302662540681,0.0278341910851541
"428",0.3,22,0.1,1,1,1,210,0.826814730700716,0.638028806810253,0.0118647224775033,0.0245113094655348
"430",0.3,22,0.1,1,2,0.5,210,0.820586891219926,0.625578245685581,0.0136788070911497,0.0281861228996892
"432",0.3,22,0.1,1,2,1,210,0.826745546884468,0.637930762227988,0.0100392089954069,0.0206880327601139
"578",1,22,0,0.75,0,0.5,210,0.807034807887156,0.596178160867592,0.0125143323265244,0.0256110937932442
"580",1,22,0,0.75,0,1,210,0.820655969229175,0.624663673398189,0.0117227706786352,0.0241844463235423
"582",1,22,0,0.75,1,0.5,210,0.789925450509913,0.561483655501255,0.014359668435223,0.0293477954284546
"584",1,22,0,0.75,1,1,210,0.817918399680148,0.619955914815326,0.0107650693202417,0.0225342677139642
"586",1,22,0,0.75,2,0.5,210,0.787290901011167,0.555873834618155,0.0125850913872379,0.0269792503053854
"588",1,22,0,0.75,2,1,210,0.816001377042194,0.616194785515416,0.0128578680719332,0.0262467455678386
"590",1,22,0,1,0,0.5,210,0.814665901342604,0.612436178271859,0.0143848242255957,0.0303168533676531
"592",1,22,0,1,0,1,210,0.829826015199303,0.644276809881953,0.0122101993752152,0.0253533599637325
"594",1,22,0,1,1,0.5,210,0.797386164827643,0.57707657007374,0.0138662824400786,0.0286322710363473
"596",1,22,0,1,1,1,210,0.821066261172978,0.626587014059239,0.0141001126239377,0.0291416458054293
"598",1,22,0,1,2,0.5,210,0.791328494962903,0.565127789531789,0.0127424917679643,0.026520359549608
"600",1,22,0,1,2,1,210,0.81894365308349,0.621742392889106,0.0114112737911268,0.0237757179181407
"602",1,22,0.01,0.75,0,0.5,210,0.801834436108852,0.586129511377879,0.0138711415814536,0.0292692446832229
"604",1,22,0.01,0.75,0,1,210,0.816035599094793,0.615370555467208,0.0133126739226361,0.0271595280765421
"606",1,22,0.01,0.75,1,0.5,210,0.789172716830259,0.560331458014606,0.0133499433144885,0.0278779864436855
"608",1,22,0.01,0.75,1,1,210,0.815932965945316,0.615817524126718,0.0109345551521609,0.0224325899723883
"610",1,22,0.01,0.75,2,0.5,210,0.787667110078438,0.556383156845536,0.0126616240945796,0.0262337358017226
"612",1,22,0.01,0.75,2,1,210,0.813297922872975,0.61049038082231,0.0132433871437862,0.0272240045548377
"614",1,22,0.01,1,0,0.5,210,0.806933437351029,0.596555173962275,0.0161420515271396,0.0336941886636103
"616",1,22,0.01,1,0,1,210,0.822640103879169,0.629025355054069,0.0141226520216933,0.0293704438534694
"618",1,22,0.01,1,1,0.5,210,0.799679641588081,0.581978515892173,0.0121574734301903,0.0249502965134285
"620",1,22,0.01,1,1,1,210,0.821716043993562,0.627751736054503,0.012666936016486,0.0263547091587289
"622",1,22,0.01,1,2,0.5,210,0.792321526690014,0.567173972208296,0.0137827227334327,0.027986642271713
"624",1,22,0.01,1,2,1,210,0.819012380230527,0.622059623919136,0.0115244665517023,0.0235803256032363
"626",1,22,0.1,0.75,0,0.5,210,0.794031945813253,0.570239426048356,0.0155142843982178,0.0320257598360014
"628",1,22,0.1,0.75,0,1,210,0.812921855362699,0.609169828835809,0.011936650883252,0.0247372112010838
"630",1,22,0.1,0.75,1,0.5,210,0.787872588785032,0.557064915816811,0.0126213339028414,0.0256141187067325
"632",1,22,0.1,0.75,1,1,210,0.808746141936103,0.600572285201686,0.0116782447697176,0.0243857827944796
"634",1,22,0.1,0.75,2,0.5,210,0.785340777593418,0.552228346489624,0.0149878766587444,0.0309935316503523
"636",1,22,0.1,0.75,2,1,210,0.811586345283951,0.606258280134461,0.0143732459718988,0.0295608506192701
"638",1,22,0.1,1,0,0.5,210,0.801834681308364,0.585795855126875,0.0133101988755096,0.0276764666592902
"640",1,22,0.1,1,0,1,210,0.813674659676551,0.610613687265965,0.0114140830511373,0.0236023899102142
"642",1,22,0.1,1,1,0.5,210,0.797557211238478,0.577522134727749,0.0147381635107829,0.0295810392828372
"644",1,22,0.1,1,1,1,210,0.81541884605906,0.614788129669066,0.0112249004376623,0.0231160815259494
"646",1,22,0.1,1,2,0.5,210,0.794682221125192,0.571700845204163,0.0130354038054939,0.0269036221128906
"648",1,22,0.1,1,2,1,210,0.813367774972431,0.610688984503906,0.0115726376035964,0.0238614185065541
